DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
10916.625,1066.5875,4225.125,7027407.125
10580,1034.1125,4066.5,7049134.5
11107.125,1084.65,4294,6793221
10582.25,1033.4625,4247.875,7018499.875
10049.125,982.4125,4187.625,6349963.625
10966.625,1071.625,4198.875,7126314.875
9071.142857,887.3428571,4425.142857,6269738.143
8074.75,790.1625,4620.75,6194622.75
8173.125,799.7625,4691.875,6998724.875
7876.714286,770.8857143,4533.571429,7613609.571
8955.142857,875.9285714,4571.285714,7170006.286
8726.142857,853.6714286,4725.142857,7217391.143
8126,795.225,4679.625,7039494.625
8556.857143,837.1142857,4514.428571,7190771.429
9445.125,923.6875,4660.375,6533136.375
8053.857143,788.0857143,4447.857143,7108807.857
8309.25,813.0125,4716.875,6282454.875
8715.285714,852.6857143,4304.428571,6326814.429
8225.428571,804.8571429,4459.571429,7188869.571
8879.875,868.65,4488.5,6195848.5
7441,728.4,4223,7179700
7490.428571,733.2,4282.714286,7122148.714
8671.285714,848.3,4464.857143,7027646.857
7821.285714,765.4857143,4292.142857,7049360.143
9175.285714,897.4142857,4550,6793477
9591.285714,937.9142857,4505,7018757
7938.285714,776.8428571,4409.857143,6350185.857
8279.285714,810.1,4438.142857,7126554.143
6833.625,669.1625,4612.5,6269925.5
6786.571429,664.6428571,4802.142857,6194804.143
6800,665.9428571,4879.571429,6998912.571
6400.625,627.0125,4716.5,7613792.5
7624.625,746.325,4768.75,7170203.75
6854.25,671.2125,4919,7217585
6439,630.7571429,4867,7039682
6945.125,680.075,4701.625,7190958.625
7738.571429,757.4571429,4860,6533336
6888.125,674.525,4626.5,7108986.5
6833.285714,669.2285714,4902.428571,6282640.429
6453.375,632.075,4487.75,6326997.75
6954.25,681.0125,4640.125,7189050.125
7627.428571,746.6,4680,6196040
6867.125,672.475,4392.5,7179869.5
6821.875,668.075,4454,7122320
7154.125,700.425,4650.5,7027832.5
7214.625,706.4,4466.125,7049534.125
7652.625,749.0375,4750.375,6793677.375
8017.25,784.6,4708.75,7018960.75
7008,686.25,4587,6350363
7445.375,728.9125,4619.625,7126735.625
6122.571429,599.8142857,4787.285714,6270100.286
6324.5,619.55,4956,6194958
6208.25,608.2125,5029.625,6999062.625
5990.571429,587.0142857,4874,7613950
6447.857143,631.6285714,4955,7170390
5940,582.0714286,5082.428571,7217748.429
6020.875,589.95,5014.875,7039829.875
6174.714286,604.9428571,4868.857143,7191125.857
6317,618.8625,5042.625,6533518.625
6369.714286,624,4786.571429,7109146.571
6314.125,618.55,5055.75,6282793.75
5576.428571,546.5285714,4643.714286,6327153.714
6541.571429,640.7714286,4808.714286,7189218.714
6049.125,592.7,4859.75,6196219.75
6439.428571,630.7857143,4548.285714,7180025.286
6230.714286,610.4142857,4611.857143,7122477.857
6220.857143,609.4428571,4824.285714,7028006.286
6783.142857,664.3428571,4635.714286,7049703.714
6527,639.3,4941.285714,6793868.286
6762.142857,662.2285714,4904.857143,7019156.857
6246.285714,611.9285714,4746.285714,6350522.286
6697.142857,655.9571429,4797.571429,7126913.571
7788.625,762.4125,4947.5,6270260.5
8922.714286,872.9142857,5143.714286,6195145.714
8829,863.7857143,5216.285714,6999249.286
8439.714286,825.8285714,5035.428571,7614111.429
8436.75,825.525,5127,7170562
8806.285714,861.5571429,5246.571429,7217912.571
8680.714286,849.3714286,5193.142857,7040008.143
8580.75,839.575,5042.375,7191299.375
8893.571429,870.1,5219.571429,6533695.571
8465.625,828.375,4962.875,7109322.875
8950.714286,875.6428571,5244.285714,6282982.286
7818.5,765.3125,4803.5,6327313.5
8638.875,845.2625,4991.875,7189401.875
8473.142857,829.1,5031.142857,6196391.143
8846.125,865.475,4738.25,7180215.25
8921.875,872.8875,4802.75,7122668.75
8500.75,831.7875,4996.875,7028178.875
8596.875,841.1625,4823.25,7049891.25
8128.125,795.45,5109.75,6794036.75
8017,784.6,5068.75,7019320.75
8731,854.25,4932.75,6350708.75
8377.75,819.775,4977.625,7127093.625
6779.285714,663.9714286,5136,6270449
7631.125,747.0625,5353.75,6195355.75
7592.375,743.275,5424.75,6999457.75
7603.5,744.375,5243.625,7614319.625
7618.142857,745.8142857,5334.142857,7170769.143
7733.125,757.025,5461.375,7218127.375
7385.875,723.1375,5398.875,7040213.875
7398.857143,724.4,5251.571429,7191508.571
7672.25,751.0625,5427.625,6533903.625
7417.714286,726.2714286,5171.714286,7109531.714
7682.625,752.0625,5456,6283194
6846.714286,670.5285714,4993.857143,6327503.857
7537.571429,737.9428571,5204.571429,7189614.571
7377.125,722.2875,5233.25,6196593.25
7646.285714,748.5571429,4949,7180426
7423.571429,726.8,5011.714286,7122877.714
7621,746.0857143,5203.571429,7028385.571
7494.142857,733.6857143,5034.428571,7050102.429
7308.571429,715.6142857,5309.714286,6794236.714
7070.142857,692.3428571,5263.571429,7019515.571
7541.285714,738.3,5144.857143,6350920.857
7516.857143,735.9142857,5186.285714,7127302.286
6980.125,683.6,5305.625,6270618.625
7098.714286,695.1428571,5532.714286,6195534.714
7120.571429,697.2571429,5603.285714,6999636.286
7122.857143,697.5,5422.142857,7614498.143
7761,759.7714286,5506.571429,7170941.571
7496.428571,733.9571429,5645.857143,7218311.857
7123.428571,697.5428571,5576,7040391
7402.142857,724.7571429,5423.285714,7191680.286
7468,731.1714286,5611.571429,6534087.571
7157.857143,700.9428571,5341.428571,7109701.429
7136.285714,698.8,5636.285714,6283374.286
6805.625,666.5625,5161.125,6327671.125
7414.125,725.95,5384.875,7189794.875
7229.714286,707.9285714,5412.571429,6196772.571
7393.5,723.875,5132,7180609
7219.875,706.95,5189.25,7123055.25
7456.857143,730.0857143,5372.428571,7028554.429
7401.625,724.6875,5219.25,7050287.25
7616.75,745.7,5491.25,6794418.25
7540.875,738.325,5442.75,7019694.75
7203.75,705.375,5323.75,6351099.75
7338.625,718.5625,5366.125,7127482.125
6886.571429,674.4571429,5473.857143,6270786.857
7151.428571,700.2857143,5694.714286,6195696.714
7138.625,699.05,5773.5,6999806.5
7114.25,696.675,5594.125,7614670.125
7435.25,728.0125,5695,7171130
7342,718.9125,5825,7218491
7181.375,703.2375,5746,7040561
7253.375,710.275,5601.125,7191858.125
7420.125,726.5375,5793.25,6534269.25
7022.5,687.7125,5513.25,7109873.25
7206.714286,705.6428571,5800.571429,6283538.571
6744.428571,660.5857143,5326.714286,6327836.714
7270.571429,711.9428571,5562,7189972
7204.5,705.5,5589.25,6196949.25
6911.142857,676.8428571,5299.285714,7180776.286
7027.714286,688.2,5357,7123223
7248.625,709.8,5556.25,7028738.25
7047.857143,690.1714286,5392.857143,7050460.857
7377.285714,722.3428571,5671.857143,6794598.857
7342.142857,718.9,5622.285714,7019874.286
7176.142857,702.7285714,5495.285714,6351271.286
7258.428571,710.7857143,5544.428571,7127660.429
5465.375,535.75,5629.125,6270942.125
6195.125,606.925,5864.875,6195866.875
5957.285714,583.7142857,5940.142857,6999973.143
5867,574.8857143,5757.285714,7614833.286
6037,591.5,5866.142857,7171301.143
5960.571429,584.0142857,5992.285714,7218658.286
5770.857143,565.5142857,5908.857143,7040723.857
5911.285714,579.2142857,5768.142857,7192025.143
5929.142857,580.9714286,5960.571429,6534436.571
5926.571429,580.7571429,5678.714286,7110038.714
6190,606.45,5971.5,6283709.5
5456.75,534.975,5479.5,6327989.5
6044.375,592.2125,5729.375,7190139.375
5803.857143,568.7142857,5753.142857,6197113.143
6089.125,596.575,5465.5,7180942.5
6108.25,598.45,5523.25,7123389.25
5952.571429,583.2285714,5723.857143,7028905.857
6097.25,597.3625,5560.75,7050628.75
5890.142857,577.1571429,5830.714286,6794757.714
5840.428571,572.2857143,5780.428571,7020032.429
6074.125,595.1375,5662.25,6351438.25
6017.125,589.55,5711.75,7127827.75
4726.571429,463.8285714,5757.571429,6271070.571
5215.571429,511.2857143,6003.142857,6196005.143
5218.714286,511.5857143,6071.428571,7000104.429
5040.5,494.1875,5889.75,7614965.75
5146.25,504.475,6000,7171435
5152.5,505.125,6128,7218794
5137,503.5714286,6038.142857,7040853.143
5077.25,497.775,5900.5,7192157.5
5093.875,499.375,6094.375,6534570.375
5087.875,498.85,5812.125,7110172.125
5271,516.6714286,6110.857143,6283848.857
4673,458.5857143,5606.714286,6328116.714
5063,496.3714286,5864,7190274
4966.25,486.9375,5883,6197243
5084.142857,498.4142857,5600.857143,7181077.857
5064.857143,496.5857143,5658.857143,7123524.857
5062.5,496.3125,5856.125,7029038.125
5065,496.5714286,5695,7050763
5082.25,498.2375,5965.625,6794892.625
5028.5,492.975,5913,7020165
5092.714286,499.2714286,5797.142857,6351573.143
5017.571429,491.9,5845.428571,7127961.429
3639.625,357.725,5858.75,6271171.75
3930.625,386.225,6114.375,6196116.375
3906.875,383.9,6182.625,7000215.625
3791.142857,372.6142857,5997.714286,7615073.714
3975,390.5571429,6112,7171547
3899.857143,383.2285714,6239,7218905
3861.75,379.5125,6147.25,7040962.25
3848.142857,378.1571429,6010,7192267
3898.285714,383.0428571,6204.714286,6534680.714
3813.285714,374.7142857,5921,7110281
3963.125,389.4,6222.75,6283960.75
3590,352.8875,5707.125,6328217.125
3858.375,379.1625,5972.875,7190382.875
3802.428571,373.6714286,5991.285714,6197351.286
3850.375,378.3625,5709,7181186
3865.857143,379.8714286,5761.142857,7123627.143
3876.571429,380.9428571,5966,7029148
3885.375,381.775,5804.125,7050872.125
3927,385.8714286,6076.428571,6795003.429
3933.285714,386.4571429,6023.428571,7020275.429
3847.625,378.1,5906.75,6351682.75
3910.857143,384.2714286,5947.571429,7128063.571
3143.285714,308.8571429,5942.285714,6271255.286
3464.857143,340.6285714,6204.857143,6196206.857
3445.428571,338.7428571,6272.571429,7000305.571
3342.75,328.6375,6085.375,7615161.375
3429.625,337.1625,6202.375,7171637.375
3429.5,337.15,6329,7218995
3400.142857,334.3,6236.571429,7041051.571
3367.75,331.125,6098.5,7192355.5
3444.714286,338.6285714,6289,6534765
3359.125,330.15,6008.875,7110368.875
3492,343.3,6314.285714,6284052.286
3132.714286,307.8428571,5789.571429,6328299.571
3384,332.6857143,6061.428571,7190471.429
3358.571429,330.2142857,6073.285714,6197433.286
3375.714286,331.8857143,5797,7181274
3407.5,335,5852.5,7123718.5
3378.125,332.125,6054.375,7029236.375
3387.571429,333.0428571,5892.714286,7050960.714
3387.375,333.025,6165.375,6795092.375
3364,330.7375,6111.875,7020363.875
3392.571429,333.5142857,5995.571429,6351771.571
3401.5,334.3875,6039.375,7128155.375
2653.125,260.1875,6012.5,6271325.5
2955.25,290.025,6283.375,6196285.375
2942.625,288.775,6350.75,7000383.75
2834.857143,278.0571429,6162.285714,7615238.286
2855.285714,280.0857143,6279.428571,7171714.429
2898.428571,284.2857143,6408.142857,7219074.143
2906,285.125,6313.5,7041128.5
2830.285714,277.6428571,6174.571429,7192431.571
2891.125,283.675,6367.875,6534843.875
2837.428571,278.4142857,6085.142857,7110445.143
2980.875,292.5875,6393.5,6284131.5
2651.5,260.0375,5859.75,6328369.75
2864.285714,281.0142857,6133.857143,7190543.857
2817.125,276.3125,6150.125,6197510.125
2871.125,281.725,5873.5,7181350.5
2883,282.8714286,5930.571429,7123796.571
2825.285714,277.1,6130.714286,7029312.714
2864,281.0125,5969.25,7051037.25
2816.142857,276.2571429,6241.285714,6795168.286
2781.714286,272.8571429,6187.142857,7020439.143
2888,283.3285714,6068,6351844
2845,279.1285714,6116.714286,7128232.714
2414.571429,236.7571429,6075,6271388
2661.571429,261.0428571,6353.142857,6196355.143
2637.571429,258.6571429,6419.857143,7000452.857
2563.5,251.3875,6230.25,7615306.25
2645.375,259.45,6347.875,7171782.875
2625.875,257.5375,6477.75,7219143.75
2602.142857,255.1714286,6381.428571,7041196.429
2588.5,253.85,6241.875,7192498.875
2645.285714,259.4285714,6437.285714,6534913.286
2578.75,252.8625,6152.375,7110512.375
2681.142857,262.9714286,6463.571429,6284201.571
2397.857143,235.1571429,5922.571429,6328432.571
2627.25,257.6625,6203.375,7190613.375
2588.714286,253.8714286,6217.714286,6197577.714
2609.142857,255.8714286,5941.714286,7181418.714
2635.5,258.4625,5998.375,7123864.375
2599.625,254.95,6197.875,7029379.875
2622,257.1142857,6037.142857,7051105.143
2610.75,256.025,6308.625,6795235.625
2597.375,254.7,6253.625,7020505.625
2634,258.3,6138,6351914
2625.875,257.525,6184.125,7128300.125
2080.25,203.9375,6129.75,6271442.75
2263.375,221.9,6412.875,6196414.875
2248,220.4125,6479.125,7000512.125
2193,215,6288.285714,7615364.286
2254.142857,221.0285714,6407.285714,7171842.286
2250.285714,220.6285714,6536.857143,7219202.857
2223.375,218.025,6440.25,7041255.25
2205.714286,216.2714286,6302.285714,7192559.286
2261.5,221.7125,6496.75,6534972.75
2192.142857,214.9285714,6212.285714,7110572.286
2283.75,223.9125,6524,6284262
2060.75,202.0125,5976.5,6328486.5
2222.571429,217.9142857,6262.428571,7190672.429
2209.75,216.6625,6275.875,6197635.875
2211,216.7571429,5998,7181475
2217.714286,217.4428571,6057.428571,7123923.429
2209.142857,216.6142857,6256.428571,7029438.429
2224.857143,218.1285714,6093.857143,7051161.857
2229.571429,218.5857143,6367.285714,6795294.286
2221.285714,217.7857143,6312.857143,7020564.857
2224,218.0857143,6197.285714,6351973.286
2221.571429,217.8142857,6243.142857,7128359.143
1837,180.0571429,6179,6271492
2007.142857,196.7571429,6466.857143,6196468.857
1990.714286,195.1571429,6531.714286,7000564.714
1944.875,190.6375,6339.375,7615415.375
1999.125,195.9875,6461.375,7171896.375
1993.25,195.3875,6589.375,7219255.375
1970,193.1285714,6492.285714,7041307.286
1957,191.8375,6353.75,7192610.75
2007.428571,196.7714286,6549.428571,6535025.429
1946.625,190.85,6263.375,7110623.375
2025,198.5,6578.714286,6284316.714
1824.857143,178.8428571,6024.428571,6328534.429
1977.5,193.8625,6314.375,7190724.375
1963.428571,192.4714286,6327.857143,6197687.857
1974.625,193.575,6049.75,7181526.75
1976.625,193.7625,6109.375,7123975.375
1964.375,192.55,6309.5,7029491.5
1986.375,194.725,6146,7051214
1976.75,193.775,6419.25,6795346.25
1971.875,193.2875,6364.5,7020616.5
1982.75,194.35,6249.125,6352025.125
1979.25,194.025,6294.875,7128410.875
1515.714286,148.0285714,6217,6271530
1630.75,159.5875,6512,6196514
1616.25,158.0875,6576.125,7000609.125
1580.571429,154.5428571,6382.857143,7615458.857
1627.428571,159.2285714,6506.428571,7171941.429
1618.571429,158.4,6634,7219300
1599.25,156.375,6536.25,7041351.25
1592.571429,155.7714286,6397.142857,7192654.143
1634,159.9375,6594.25,6535070.25
1583.571429,154.8857143,6307,7110667
1646.25,161.15,6624.375,6284362.375
1504.571429,146.9142857,6063,6328573
1613.285714,157.8571429,6358.714286,7190768.714
1599.375,156.4625,6371.5,6197731.5
1610.285714,157.5428571,6093.857143,7181570.857
1613,157.8,6153.857143,7124019.857
1598.571429,156.3142857,6353.857143,7029535.857
1624.142857,158.9142857,6190.714286,7051258.714
1609,157.4142857,6464.142857,6795391.143
1605,157.0428571,6409.142857,7020661.143
1614.714286,157.9571429,6293.428571,6352069.429
1613.285714,157.8571429,6339.428571,7128455.429
1112.75,108.175,6250.25,6271563.25
1197.285714,116.4142857,6546.857143,6196548.857
1184.571429,115.2,6611,7000644
1157.625,112.5375,6416.5,7615492.5
1192.75,115.975,6540.75,7171975.75
1185.875,115.325,6668,7219334
1175,114.2428571,6570.285714,7041385.286
1165.5,113.3375,6431.125,7192688.125
1201.857143,116.9,6629.571429,6535105.571
1160.875,112.875,6340.75,7110700.75
1210,117.6857143,6659,6284397
1111.625,108.075,6095.625,6328605.625
1184.375,115.175,6392.75,7190802.75
1177.571429,114.5,6405.571429,6197765.571
1186.125,115.3375,6128.625,7181605.625
1186,115.3375,6188.125,7124054.125
1170.875,113.85,6387.75,7029569.75
1194.25,116.175,6225.5,7051293.5
1180.25,114.775,6498.75,6795425.75
1176.375,114.375,6443.75,7020695.75
1187.375,115.4625,6327.75,6352103.75
1182.875,115.025,6373.875,7128489.875
714,69.2,6272.571429,6271585.571
767.125,74.3625,6570.25,6196572.25
757.25,73.4375,6635.125,7000668.125
738,71.52857143,6439.714286,7615515.714
759.2857143,73.62857143,6564.571429,7171999.571
755.5714286,73.27142857,6691.857143,7219357.857
751.75,72.8875,6594.375,7041409.375
743,72.04285714,6454.285714,7192711.286
771,74.775,6653.5,6535129.5
740.2857143,71.75714286,6364,7110724
777.5,75.4125,6683,6284421
711,68.91428571,6117.714286,6328627.714
755.4285714,73.24285714,6416.857143,7190826.857
754,73.1125,6429.375,6197789.375
755.2857143,73.24285714,6152.285714,7181629.286
758,73.51428571,6212,7124078
745.2857143,72.25714286,6410.714286,7029592.714
762.2857143,73.9,6249.142857,7051317.143
750.8571429,72.8,6522.428571,6795449.429
753.2857143,73.02857143,6467.428571,7020719.429
758.5714286,73.55714286,6351.428571,6352127.429
755.1428571,73.22857143,6397.571429,7128513.571
373.625,36.1,6285.5,6271598.5
398.4285714,38.5,6584.714286,6196586.714
391,37.78571429,6649.142857,7000682.143
402.4285714,38.91428571,6452.428571,7615528.429
393.75,38.05,6578.5,7172013.5
413.7142857,39.98571429,6705.285714,7219371.286
385.7142857,37.27142857,6608.428571,7041423.429
384.625,37.1875,6467.875,7192724.875
400.4285714,38.72857143,6668,6535144
382.75,36.9875,6377.125,7110737.125
405.2857143,39.15714286,6697.714286,6284435.714
373,36.0625,6131.125,6328641.125
393.25,38.0125,6430.5,7190840.5
394.7142857,38.18571429,6443,6197803
393.375,38.0125,6166.125,7181643.125
394.5,38.15,6226.25,7124092.25
384,37.1,6424.5,7029606.5
396.5,38.325,6263.125,7051331.125
389.75,37.6875,6536.375,6795463.375
389.875,37.6875,6481.375,7020733.375
394.875,38.1875,6365.5,6352141.5
390.75,37.75,6411.875,7128527.875
120.1428571,11.6,6291.428571,6271604.429
121.25,11.7,6591,6196593
119.75,11.55,6655,7000688
137.375,13.2625,6459.375,7615535.375
127,12.24285714,6584.857143,7172019.857
142,13.7125,6712.125,7219378.125
119.375,11.525,6614.25,7041429.25
122,11.78571429,6474.285714,7192731.286
136,13.1375,6674.25,6535150.25
121.1428571,11.65714286,6383.285714,7110743.286
136.375,13.1625,6704.125,6284442.125
120.7142857,11.64285714,6137.285714,6328647.286
124,12,6437,7190847
123,11.875,6449.375,6197809.375
126,12.15714286,6172.285714,7181649.286
127,12.25714286,6232.428571,7124098.429
121.1428571,11.68571429,6430.571429,7029612.571
128.2857143,12.35714286,6269.571429,7051337.571
125.4285714,12.11428571,6542.428571,6795469.429
123.1428571,11.87142857,6487.428571,7020739.429
126.4285714,12.18571429,6372.285714,6352148.286
122.7142857,11.84285714,6418,7128534
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
0,0,6419,7128535
0,0,6292,6271605
0,0,6592,6196594
0,0,6656,7000689
0,0,6461,7615537
0,0,6586,7172021
0,0,6714,7219380
0,0,6615,7041430
0,0,6475,7192732
0,0,6676,6535152
0,0,6384,7110744
0,0,6705,6284443
0,0,6138,6328648
0,0,6438,7190848
0,0,6450,6197810
0,0,6173,7181650
0,0,6233,7124099
0,0,6431,7029613
0,0,6271,7051339
0,0,6543,6795470
0,0,6488,7020740
0,0,6374,6352150
